@relation data_143

@attribute N numeric
@attribute TREE {D10,D13,D14,D16,D18,D19,D20,D21,D22,G10,G2,G20,G21,G24,G27,G28,G29,G4,G5,G6,G7,G8,G9,J1,J10,J12,J13,J15,J17,J19,J20,J25,J27,J29,J31,J6,J8,M10,M17,M20,M25,M33,M6,O20,O27,O28,O33,O3O,Q12,Q17,Q19,Q23,Q25,Q3,Q34,Q4,Q5}
@attribute BR {A,B,C,D,E,F,G,H,I,J}
@attribute TL numeric
@attribute IN numeric
@attribute INTERNODE_1 numeric
@attribute INTERNODE_2 numeric
@attribute INTERNODE_3 numeric
@attribute INTERNODE_4 numeric
@attribute INTERNODE_5 numeric
@attribute INTERNODE_6 numeric
@attribute INTERNODE_7 numeric
@attribute INTERNODE_8 numeric
@attribute INTERNODE_9 numeric
@attribute INTERNODE_10 numeric
@attribute INTERNODE_11 numeric
@attribute INTERNODE_12 numeric
@attribute INTERNODE_13 numeric
@attribute INTERNODE_14 numeric
@attribute INTERNODE_15 numeric
@attribute INTERNODE_16 numeric
@attribute INTERNODE_17 numeric
@attribute INTERNODE_18 numeric
@attribute INTERNODE_19 numeric
@attribute INTERNODE_20 numeric
@attribute INTERNODE_21 numeric
@attribute INTERNODE_22 numeric
@attribute INTERNODE_23 numeric
@attribute INTERNODE_24 numeric
@attribute INTERNODE_25 numeric
@attribute INTERNODE_26 numeric
@attribute INTERNODE_27 numeric
@attribute INTERNODE_28 numeric
@attribute INTERNODE_29 numeric
@attribute binaryClass {P,N}

@data
1463,J27,G,17,11,0.3,1,1,1.4,1.7,1.6,1.9,2.1,3.1,2.4,0.9,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1464,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1465,J27,G,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1466,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1467,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1468,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1469,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1470,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1471,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1472,J27,G,4,6,0.5,0.8,0.8,1,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1473,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1474,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1475,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1476,J27,G,1,3,0.3,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1477,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1478,J27,G,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1479,J27,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1480,J27,G,5,9,0.2,0.7,0.9,0.9,0.9,0.4,0.2,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1481,J27,G,40,16,0.3,1.2,1.2,1.2,1.3,1.4,1.5,2.7,4,4.6,5.9,5.8,4.8,3.2,1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1482,O28,A,47,11,2,7.2,11.2,8.1,6.5,5.1,3.2,1.4,1.2,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1483,O28,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1484,O28,B,47,12,1.5,4.2,8.1,7.6,5.3,4.7,4,4.3,3.6,2.2,1.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1485,O28,B,98,21,1.2,4.5,11,11,7.8,7.1,6.1,5.2,5.8,5,4.8,4.2,4.9,6,4.5,3.5,2.8,1.3,0.8,0.3,0.3,?,?,?,?,?,?,?,?,N
1486,O28,C,73.5,17,2.6,7.6,11.6,9.4,6.6,6,4.8,4.6,3.4,4,3.3,2.8,2.7,1.6,1,1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,N
1487,O28,D,103,22,1.2,4,10.5,11,8.5,7.2,6.6,5.5,6,5.3,5.8,5.1,4.6,4.7,3.1,2.6,3.5,2.6,2.3,1.9,0.7,0.2,?,?,?,?,?,?,?,N
1488,O28,E,99,18,2.8,8.3,12,9.3,8.2,8,6.5,7.3,6.5,5.2,5.4,5.2,5.2,3.6,2.8,1.9,1,0.2,?,?,?,?,?,?,?,?,?,?,?,N
1489,O28,F,34,7,2.3,5.8,10.5,8.5,4.5,2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1490,O28,G,28,6,1.5,5.4,10.2,7.2,3.1,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1491,O28,G,2,2,0.6,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1492,O28,G,5.5,3,1.1,3.2,1.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1493,O28,G,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1494,O28,G,8,4,0.7,3.1,3.8,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1495,O28,G,6,3,2.5,2.8,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1496,O28,G,6,3,2.5,3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1497,O28,G,176,29,5,13.5,14.7,9.5,9,9.5,8,7.8,7.8,6.3,7.2,6.8,7.3,7.5,6.5,6.2,6.2,6,6.2,5.5,3.8,2.6,2.6,2.7,3.1,2.2,1.2,0.9,0.3,N
1498,G5,A,22,7,1.3,3.5,5.1,5.5,4.3,1.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1499,G5,B,26,7,0.5,2.7,5,6.2,6.3,4.4,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1500,G5,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1501,G5,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1502,G5,B,69,11,1.6,5.5,10,10.1,8.6,7.9,7.4,7.2,5.8,4.1,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1503,G5,B,40,8,1.5,5.1,8.7,10,7,5.1,2.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1504,G5,B,81,15,1.2,4.2,8.3,8.7,6.4,10,8.2,8.2,6.5,6.5,6.6,1.2,2.3,2.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1505,G5,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1506,G5,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1507,G5,C,90,16,1.6,3.5,5.5,7.6,8.5,10.2,9,7.6,7.3,7.3,6.5,6,4.3,3.3,1.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1508,G5,D,81,14,0.6,2.2,5,9.2,10.2,8,7.2,6.8,7,8.1,7.3,5.3,4,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1509,G5,D,33,9,0.3,2.2,5.5,10.2,7.2,4.2,2.3,1.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1510,G5,E,2,3,0.3,1,0.4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1511,G5,E,1,3,0.2,0.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1512,G5,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1513,G5,E,2,4,0.6,0.8,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1514,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1515,G5,E,3,4,0.6,1,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1516,G5,E,2,4,0.5,0.8,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1517,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1518,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1519,G5,E,42,13,0.7,1.5,1.3,2.1,2,3.2,3.6,4.5,5.6,6.7,5.3,4.4,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1520,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1521,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1522,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1523,G5,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1524,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1525,G5,E,1,5,0.2,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1526,G5,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1527,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1528,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1529,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1530,G5,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1531,G5,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1532,G5,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1533,G5,E,7,7,1,1.5,1.2,1.2,0.8,0.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1534,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1535,G5,F,3,4,0.3,1.3,0.9,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1536,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1537,G5,F,4,5,0.5,1.1,1.1,1.2,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1538,G5,F,11,7,0.6,2.1,2,2.5,2.1,1.1,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1539,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1540,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1541,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1542,G5,F,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1543,G5,F,1,1,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1544,G5,F,3,4,0.6,1,0.8,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1545,G5,F,4,5,0.5,1.3,1.4,0.9,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1546,G5,F,2,4,0.4,0.7,0.7,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1547,G5,F,1,3,0.3,0.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1548,G5,F,3,5,0.3,1,0.7,0.6,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1549,G5,F,19,11,0.5,1.5,1.5,2,1.8,2.8,2.5,2.5,1.8,1.8,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1550,G5,G,127,19,2.2,7.3,12.5,13,10,8.2,7.8,7.8,7.2,6.8,9.4,9,7.5,7.2,4.1,3.8,2.1,0.8,0.2,?,?,?,?,?,?,?,?,?,?,N
1551,G4,A,1,3,0.2,0.6,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1552,G4,A,86,23,0.5,1.3,2.1,3.2,4.1,5.5,7,6.2,5.6,4,6.3,4.4,4.4,5.4,5.2,4.5,5,3.7,2.6,1.7,1.6,1.1,0.3,?,?,?,?,?,?,N
1553,G4,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1554,G4,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1555,G4,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1556,G4,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1557,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1558,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1559,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1560,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1561,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1562,G4,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1563,G4,B,1,3,0.5,0.6,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1564,G4,B,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1565,G4,B,1,3,0.2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1566,G4,B,1,4,0.2,0.4,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1567,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1568,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1569,G4,B,1,4,0.2,0.5,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1570,G4,B,1,3,0.6,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1571,G4,B,2,8,0.2,0.5,0.4,0.3,0.2,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1572,G4,B,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1573,G4,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1574,G4,B,1,5,0.3,0.5,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1575,G4,B,4,8,0.2,0.5,0.7,1,0.7,0.2,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1576,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1577,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1578,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1579,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1580,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1581,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1582,G4,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1583,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1584,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1585,G4,C,2,5,0.2,0.5,0.5,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1586,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1587,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1588,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1589,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1590,G4,C,1,3,0.2,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1591,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1592,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1593,G4,C,1,5,0.2,0.5,0.3,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1594,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1595,G4,C,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1596,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1597,G4,C,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1598,G4,C,1,4,0.2,0.5,0.3,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1599,G4,C,1,4,0.2,0.5,0.5,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1600,G4,C,1,4,0.3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1601,G4,C,1,3,0.2,0.5,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1602,G4,D,89,23,0.6,1.4,3,5.4,6.4,8.4,10,4,5.2,5.4,2.2,2.5,3.4,3.5,4.5,4.2,4.1,5,4.6,3.2,1.7,0.5,0.2,?,?,?,?,?,?,N
1603,G4,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1604,G4,E,50,16,0.7,1.5,3.2,4,4,5.6,4.9,2.2,1.5,2.2,3.3,4.5,3.8,4,2.9,1.3,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1605,G4,E,1,3,0.2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1606,G4,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1607,G4,E,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1608,G4,E,1.5,4,0.5,0.6,0.2,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1609,G4,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1610,G4,E,1,3,0.3,0.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1611,G4,E,1,4,0.2,0.4,0.4,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1612,G4,E,13,15,0.3,0.7,0.8,0.7,0.3,0.2,0.3,0.6,1,1.7,2.1,1.9,1.8,0.8,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1613,G4,F,68.5,19,0.5,2,5.2,8.1,5.8,5.2,3.2,2,1.4,1.7,2.1,2.9,4.9,6,5.7,3.9,3.4,3.3,1.2,?,?,?,?,?,?,?,?,?,?,N
1614,G4,G,75,20,0.3,1.2,2.8,3.2,3.5,4.8,6.1,5.6,5.2,6,6,5.6,5.4,4.9,3.7,3.8,3.4,2.3,1.3,0.3,?,?,?,?,?,?,?,?,?,N
1615,D16,A,43,10,0.3,1,3.2,9.2,9.6,7.7,6.4,3.6,1.7,0.2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1616,D16,A,18,6,0.3,1,3.3,5.8,5.7,1.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1617,D16,A,44,9,0.3,1.7,7.2,10.7,8.7,7.5,3.9,3.1,0.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1618,D16,A,57,11,0.5,1.3,5.3,9.2,10.2,10.2,6.5,5.4,5.5,2.3,0.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1619,D16,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1620,D16,B,1,2,0.5,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1621,D16,B,16,5,0.2,1.5,5.5,5.2,3.6,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1622,D16,B,7,5,0.2,0.7,2.3,2.9,0.7,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
1623,D16,B,1,2,0.5,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,N
