dataset,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
439,26.70144,-15.6525135,-8.446335,25.905807,13.101898,23.439686,-18.8742,-16.974123,-38.72415,29.593548,-12.965734,-30.956503,-3.8192496,2.291945,-18.718975,7.5136003,-22.241508,36.97741,2.7246711,29.402874,36.999676,38.85876,-13.78347,-16.41286,-24.766605,43.796387,-23.28887,42.242332,39.59091,10.318633,37.64173,-15.962889
440,3.013615,-2.0806766,-0.01649074,3.1478872,1.2723167,2.3157945,-1.6644741,-1.4560341,-3.9868488,2.7501783,-0.7898011,-3.415982,-0.55684215,0.8070382,-2.2122216,1.2376888,-1.9643673,3.630361,0.4732592,2.465111,3.6696117,4.437992,-1.4110808,-1.2068424,-2.093038,4.5707617,-2.7319465,3.89858,4.233205,2.011025,4.021176,-2.196687
441,7.617472,-4.441324,-1.8022493,7.594981,3.540975,6.6549644,-5.4583306,-5.0232387,-10.8335905,8.212646,-3.526976,-8.951684,-1.0466365,1.0487964,-5.74487,2.3211877,-6.301148,10.343376,1.091109,8.213512,10.41662,11.29098,-3.7619634,-4.399797,-6.872692,12.574226,-7.0729203,12.057064,11.264657,3.6912398,10.770266,-4.884683
442,138.39761,-81.274315,-45.719357,134.01456,68.11888,122.92593,-97.37279,-88.4204,-201.94809,154.6541,-69.12038,-163.02066,-19.73418,9.192952,-96.10896,38.634857,-117.2531,194.10419,13.048777,153.84776,192.88777,202.22034,-71.792404,-87.91539,-129.5905,228.44075,-122.21974,221.50674,207.01799,51.165447,196.22292,-82.27213
443,13.052854,-7.6033225,-3.7138035,12.796293,6.3731074,11.320921,-9.262175,-8.272948,-18.705257,14.305181,-6.0705576,-14.957251,-1.8862076,1.4600719,-9.34606,3.7750454,-10.643225,17.807945,1.488418,14.169106,17.971455,18.915852,-6.666693,-7.656118,-11.9761715,21.279118,-11.391847,20.362528,19.143147,5.4709005,18.283203,-7.9238653
444,12.093499,-6.9972687,-3.5853887,11.872463,5.778203,10.667703,-8.749277,-8.042772,-17.48396,13.370115,-6.0204577,-14.244227,-1.670182,1.2559161,-8.890016,3.485984,-10.22851,16.787128,1.4152223,13.44089,16.733974,17.749773,-6.113052,-7.4678545,-11.191686,20.053936,-10.932826,19.532234,18.018618,5.0703163,17.204033,-7.379233
445,51.281384,-30.035065,-16.906208,49.764168,24.988209,45.634296,-36.33567,-33.24842,-74.859055,57.275917,-25.972977,-60.644123,-7.273904,3.5541325,-36.01403,14.415532,-43.672493,72.03956,4.917287,57.17301,71.383286,75.144005,-26.53297,-32.720917,-47.93089,84.980934,-45.673794,82.63725,76.88556,19.187664,72.95012,-30.621506
446,60508.76,-35546.52,-20033.377,58581.508,29883.172,53792.3,-42464.96,-38507.355,-88306.48,67690.44,-30147.082,-71306.77,-8651.122,3834.9995,-41834.562,16850.537,-51258.586,84914.25,5629.1064,67259.33,84426.75,88382.67,-31448.887,-38488.273,-56761.645,99829.05,-53396.074,96709.836,90506.664,22218.34,85746.266,-35910.94
447,118.62046,-69.66511,-39.167328,114.85945,58.363365,105.32523,-83.47943,-75.79785,-173.07799,132.51828,-59.232445,-139.6712,-16.912281,7.94751,-82.41014,33.12406,-100.46679,166.32364,11.204462,131.83598,165.28323,173.3107,-61.52118,-75.305,-111.026245,195.77931,-104.720505,189.83441,177.41196,43.89746,168.17331,-70.5267
448,6.6201887,-4.051207,-0.99261457,6.707141,3.2358937,5.4463506,-4.462764,-3.7062316,-9.0953045,6.756959,-2.2059257,-7.277211,-1.0030576,1.3789659,-4.8998427,2.185793,-4.833135,8.416095,1.1099397,6.5268106,8.898523,9.571932,-3.2313778,-2.954674,-5.6439047,10.447106,-5.737321,9.426553,9.412361,3.7067666,8.985637,-4.459653
449,36.004875,-21.266794,-11.205549,34.81078,17.960218,31.346964,-25.02676,-22.145477,-52.054222,39.760296,-16.856339,-41.303802,-5.2180223,3.0577586,-24.747248,10.098354,-29.528194,49.56727,3.5763924,39.151817,49.8137,51.98584,-18.643242,-21.743404,-33.294426,58.470173,-30.829779,55.95714,53.011494,13.794365,50.313774,-21.363089
450,3.5156314,-2.6853244,0.42109385,3.7245846,1.7174244,2.3574522,-1.4810488,-0.83119375,-4.278949,2.6739194,-0.07685433,-3.526834,-0.8442935,1.3112677,-2.4233625,1.6422446,-1.6281887,3.705627,0.64530957,2.129089,4.0297236,4.946579,-1.508484,-0.47558647,-2.0532525,4.8268585,-2.820809,3.5136445,4.695577,2.784239,4.237506,-2.9034781
451,2.3959956,-1.6772707,0.15942842,2.753175,0.6927718,2.0814795,-1.2826545,-1.468816,-3.1377776,2.1814475,-1.0164124,-3.2499843,-0.6563786,0.40879554,-1.868627,1.2248453,-1.7386109,3.174404,0.19997753,1.9284914,2.8347466,3.7918231,-1.1917361,-1.2650152,-1.6280483,4.0760736,-2.8403313,3.5442836,3.6747792,1.6321757,3.5035782,-1.9890296
452,37.79671,-22.132637,-12.387231,36.67788,18.400146,33.56951,-26.8181,-24.516861,-55.137337,42.156395,-19.083256,-44.595226,-5.3450027,2.7628717,-26.616749,10.634156,-32.12013,52.999535,3.6875253,42.087776,52.55371,55.360718,-19.521744,-24.0069,-35.26029,62.578102,-33.605644,60.841206,56.604603,14.259163,53.733387,-22.591557
453,14.297397,-8.436413,-3.723304,14.056569,7.1867356,12.155406,-9.888659,-8.484127,-20.20849,15.393225,-6.013011,-15.9425535,-2.1913397,1.8125569,-10.049708,4.2404943,-11.161919,19.142483,1.6719261,15.023471,19.597836,20.37336,-7.2894087,-7.7554536,-12.939812,22.90472,-12.103296,21.483635,20.682436,6.2047772,19.681013,-8.78953
454,2.9959817,-2.1375957,0.10903978,3.1985013,1.2572973,2.2934785,-1.5551342,-1.3359139,-3.8752685,2.5865393,-0.68699944,-3.4241223,-0.63736224,0.85454035,-2.2362912,1.3508364,-1.8630892,3.5852985,0.47193283,2.2655127,3.5884635,4.408082,-1.3704016,-1.0199448,-1.968166,4.566682,-2.8129113,3.8035038,4.279043,2.137518,3.980481,-2.3569884
455,2.576383,-1.7967583,0.089230694,2.870906,0.8838955,2.1680703,-1.4074112,-1.474359,-3.389627,2.3438487,-0.95289725,-3.2965388,-0.6231531,0.5319791,-2.0039487,1.2488077,-1.8214604,3.3482063,0.2794227,2.0826771,3.1156585,3.9322743,-1.2616721,-1.210645,-1.7664236,4.2574787,-2.8110328,3.6943257,3.8815885,1.7456467,3.6672268,-2.0609019
456,46.45366,-27.200678,-15.308611,45.084606,22.609818,41.338615,-32.940002,-30.162195,-67.81347,51.877815,-23.5512,-54.931572,-6.5840883,3.249475,-32.65802,13.067419,-39.5642,65.25248,4.4633365,51.79128,64.64645,68.08492,-24.034344,-29.633448,-43.40085,76.99787,-41.389183,74.883415,69.65117,17.40385,66.09731,-27.74918
457,3.2662148,-2.728619,0.83539885,3.4063237,1.7854815,1.8037796,-0.8656808,0.04567691,-3.678109,2.101386,0.6773822,-2.876578,-0.8882672,1.4743006,-1.9518945,1.5852528,-0.93002826,2.9251013,0.6449304,1.3261193,3.4367414,4.36177,-1.2705132,0.13616386,-1.5876448,3.8205543,-2.1791024,2.1821978,3.953174,2.8734984,3.4477603,-2.7547126
458,9.7719555,-5.6756077,-2.7959013,9.604313,4.6083484,8.614164,-7.0713186,-6.543382,-14.12278,10.757696,-4.847406,-11.540815,-1.3194185,1.0945,-7.247525,2.841456,-8.266448,13.526163,1.2076077,10.812786,13.471262,14.422186,-4.908393,-6.0048447,-8.977907,16.211145,-8.911488,15.7818165,14.56662,4.232649,13.917232,-6.021023
459,12.778991,-7.374097,-3.87394,12.553127,6.06574,11.355909,-9.276905,-8.627178,-18.532457,14.177542,-6.5375013,-15.2332735,-1.7493738,1.2260916,-9.440628,3.68718,-10.959132,17.883688,1.4643323,14.309395,17.708097,18.837103,-6.448232,-8.070325,-11.865343,21.324284,-11.71828,20.891441,19.161137,5.2996874,18.278433,-7.8010926
460,8.050487,-5.061809,-1.3975899,8.006556,4.068573,6.4206133,-5.0903482,-4.026588,-11.03107,8.142239,-2.488303,-8.535176,-1.3390111,1.5457664,-5.521417,2.613565,-5.577135,10.0734415,1.0819175,7.647474,10.635945,11.386804,-4.029755,-3.5248764,-6.7084413,12.2976055,-6.4405656,10.854744,11.229854,4.1082053,10.662816,-5.1932707
461,82.68645,-48.597145,-26.864513,80.0987,40.784184,73.05672,-57.983727,-52.282696,-120.27733,92.114204,-40.553234,-96.54857,-11.944941,5.8773794,-57.14834,23.155027,-69.31153,115.27024,7.8165464,91.30082,114.99288,120.419106,-43.015488,-51.70156,-77.16237,135.88225,-72.33306,131.06462,123.05648,30.796677,116.74919,-49.135277
462,105.006386,-61.60539,-34.662075,101.77065,51.527332,93.37155,-73.993065,-67.375984,-153.2378,117.36464,-52.671345,-123.88008,-14.972321,6.970867,-73.09444,29.38714,-89.10282,147.378,9.893677,116.8109,146.32353,153.5808,-54.486702,-66.818344,-98.30834,173.54909,-93.01657,168.3563,157.18553,38.895092,149.033,-62.49595
463,18.734407,-11.013159,-5.8257055,18.575794,8.547777,17.04097,-13.2764,-12.8248415,-27.342854,20.834126,-10.144289,-23.16931,-2.8100438,1.1528714,-13.620842,5.6902905,-16.37272,26.769375,1.6985979,20.87281,25.87966,28.059011,-9.666922,-12.423929,-17.284367,31.800287,-17.94595,31.115871,28.66306,7.3643675,27.204975,-11.65255
464,202.0726,-118.70093,-66.469086,196.02463,99.14137,179.9498,-141.94548,-129.41571,-294.85867,225.92949,-101.33516,-239.01297,-28.991688,12.877104,-140.32513,56.694633,-171.5788,283.9071,18.817127,224.63725,281.69775,295.74716,-104.94425,-128.92918,-189.28821,334.12036,-179.53044,323.9274,302.74365,74.73612,286.92108,-120.40353
465,85.05613,-50.0377,-27.749996,82.58861,41.596535,75.61711,-59.71604,-54.455467,-123.994385,94.87554,-42.546947,-100.502686,-12.262832,5.689995,-59.21347,24.018652,-72.043175,119.31706,7.968412,94.307655,118.35742,124.48656,-44.136967,-54.006214,-79.39699,140.59747,-75.573944,136.19194,127.37144,31.730646,120.73574,-50.82947
466,2.4999301,-1.7374098,0.12781242,2.8717105,0.7622985,2.1858697,-1.3716041,-1.5434597,-3.2752755,2.2767897,-1.061968,-3.3756897,-0.67259395,0.43939462,-1.9899391,1.2798791,-1.8391457,3.3423855,0.22265056,2.044095,3.0031176,3.9117196,-1.2317616,-1.2933987,-1.7184528,4.283389,-2.9501371,3.754104,3.8714485,1.7129562,3.6705296,-2.0851743
